,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
1007,83c5b5ed-ca29-4c90-abea-9df9d8d43cdb,My children and I visited the local animal shelter.,We looked at puppies and kittens in their cages.,My daughters picked out a friendly puppy.,They played with her and rubbed her belly.,I adopted the puppy for my daughter.,I decided to buy her a candy bar instead.,1,My children and I visited the local animal shelter. We looked at puppies and kittens in their cages. My daughters picked out a friendly puppy. They played with her and rubbed her belly.,Then we went home to snuggle her.,0.0,0.0,2,"['Then we went home to snuggle her.', 'I adopted the puppy for my daughter.', 'I decided to buy her a candy bar instead.']","(0.21092498, 0.32930982, 2)",0.21092498302459717,0.3293098211288452,2
1008,2dc6ed26-4720-42e9-a27c-dc71dd1af6f9,Zeke was tired of living in America.,He decided to move to Cozumel.,He went to the Cozumel beach and bought some land.,Zeke decided to build a house on that land.,Zeke then happily moved to America.,Zeke lived out his life very happy.,2,Zeke was tired of living in America. He decided to move to Cozumel. He went to the Cozumel beach and bought some land. Zeke decided to build a house on that land.,Zeke was happy to be moving to Cozumel.,2.2,3.2,2,"['Zeke was happy to be moving to Cozumel.', 'Zeke then happily moved to America.', 'Zeke lived out his life very happy.']","(0.63818, 0.61575496, 1)",0.6381800174713135,0.6157549619674683,1
1009,0318f3a8-92aa-4fa9-8d6e-01b4d87f17ec,Kelly wanted to be in the Navy.,She asked a recruiter about it.,He advised her to complete an application.,She filled it out and submitted it.,The navy got back to her promptly.,And the US army got back to her.,1,Kelly wanted to be in the Navy. She asked a recruiter about it. He advised her to complete an application. She filled it out and submitted it.,She was offered the position.,0.8,0.0,1,"['She was offered the position.', 'The navy got back to her promptly.', 'And the US army got back to her.']","(0.17798367, 0.22787389, 2)",0.17798367142677307,0.22787389159202576,2
1010,6e39e409-bb18-482b-a8f2-54cec56943b4,Gina was in the lunch room at her new school.,She only knew 2 people in the whole school.,Neither of them was in this lunch room.,She got her food and went outside.,Gina had a great day.,Gina felt very lonely.,2,Gina was in the lunch room at her new school. She only knew 2 people in the whole school. Neither of them was in this lunch room. She got her food and went outside.,She ate her food and went back inside.,0.4,0.0,1,"['She ate her food and went back inside.', 'Gina had a great day.', 'Gina felt very lonely.']","(0.044371493, 0.11384931, 2)",0.04437149316072464,0.11384931206703186,2
1011,00ad2c65-acc5-41da-9661-5a63eca26dd6,Today we went on a plane ride.,"The plane was very big, I was scared.",When we got on the plane Mom told me it will be fun.,The plane made a lot of loud noises but it wasn't too bad.,I vowed to never get on a plane again.,I am no longer afraid of planes.,2,"Today we went on a plane ride. The plane was very big, I was scared. When we got on the plane Mom told me it will be fun. The plane made a lot of loud noises but it wasn't too bad.",I was very happy to have a fun flight.,1.0,1.4,2,"['I was very happy to have a fun flight.', 'I vowed to never get on a plane again.', 'I am no longer afraid of planes.']","(0.29798508, 0.29440713, 1)",0.2979850769042969,0.2944071292877197,1
1012,9c5a0b3e-2f04-4d67-80b1-93e290e9c475,Adam needed a new baseball cap.,He looked online at different hats.,He selected the perfect hat and ordered it.,He was so excited to receive it.,He threw the box in the closet.,And he opened it as soon as it got there.,2,Adam needed a new baseball cap. He looked online at different hats. He selected the perfect hat and ordered it. He was so excited to receive it.,Adam was so happy to have a new baseball cap.,0.0,0.4,2,"['Adam was so happy to have a new baseball cap.', 'He threw the box in the closet.', 'And he opened it as soon as it got there.']","(0.069938645, 0.15411568, 2)",0.06993864476680756,0.1541156768798828,2
1013,eeba73c7-ebe6-46d0-9dfe-939e794a90b7,Neil had just arrived in Paris.,He could not wait to see all the culture there!,He spend his first day seeing art work.,He visited three museums in just one day!,Neil felt very happy and satisfied that he'd been able to visit.,"Neil spent all his money too quickly, and never saw art again.",1,Neil had just arrived in Paris. He could not wait to see all the culture there! He spend his first day seeing art work. He visited three museums in just one day!,Neil was very happy to be in Paris.,3.6,0.4,1,"['Neil was very happy to be in Paris.', ""Neil felt very happy and satisfied that he'd been able to visit."", 'Neil spent all his money too quickly, and never saw art again.']","(0.5781735, 0.42735806, 1)",0.5781735181808472,0.42735806107521057,1
1014,d7a88126-58e6-4b96-93a1-6ad17df59064,Jessica was getting ready to graduate from college.,She worked very hard in school and thought she deserved a reward.,Her father knew that Jessica wanted a vacation.,"On her graduation day, Jessica's father surprised her with tickets.",Jessica was very happy.,Jessica was very angry with her dad.,1,"Jessica was getting ready to graduate from college. She worked very hard in school and thought she deserved a reward. Her father knew that Jessica wanted a vacation. On her graduation day, Jessica's father surprised her with tickets.",Jessica was very happy to have a vacation.,3.8,0.0,1,"['Jessica was very happy to have a vacation.', 'Jessica was very happy.', 'Jessica was very angry with her dad.']","(0.7549614, 0.5544715, 1)",0.754961371421814,0.554471492767334,1
1015,3e6e375f-2f96-4bd0-81b5-b7584e4734f7,Sandy had purchased a new bed.,She needed to clean her room before the delivery men arrived.,She also needed to get rid of her old bed.,Her friend Jim wanted her old bed.,Sandy threw her bed away.,Sandy sold Jim her old bed.,2,Sandy had purchased a new bed. She needed to clean her room before the delivery men arrived. She also needed to get rid of her old bed. Her friend Jim wanted her old bed.,Sandy cleaned her room and Jim got rid of her old bed.,3.2,3.2,2,"['Sandy cleaned her room and Jim got rid of her old bed.', 'Sandy threw her bed away.', 'Sandy sold Jim her old bed.']","(0.6392962, 0.714704, 2)",0.6392961740493774,0.7147039771080017,2
1016,79a52a70-4a06-4cda-9caa-77b3d819e610,"In college, I had some terrible professors.",They did not know how to teach the students.,"So, I learned to teach myself on my own.","Instead of going to class, I went to the library and did exactly that.",I loved all of my professors.,Teaching myself helped me get ahead of other students.,2,"In college, I had some terrible professors. They did not know how to teach the students. So, I learned to teach myself on my own. Instead of going to class, I went to the library and did exactly that.","Now, I have a great teacher in my class!",1.4,1.4,2,"['Now, I have a great teacher in my class!', 'I loved all of my professors.', 'Teaching myself helped me get ahead of other students.']","(0.53799003, 0.49669683, 1)",0.5379900336265564,0.4966968297958374,1
1017,54c85959-aa11-443a-a1d9-0d54c02b2a18,Timmy knew about this cute girl he went to school with.,He followed her home one day.,She stopped at a corner as he was following her.,"Timmy realized he had been caught, and was not sure what to do.",He said hello and they began talking.,He dived into the cool water.,1,"Timmy knew about this cute girl he went to school with. He followed her home one day. She stopped at a corner as he was following her. Timmy realized he had been caught, and was not sure what to do.","He called the police, and they arrested him.",0.8,0.4,1,"['He called the police, and they arrested him.', 'He said hello and they began talking.', 'He dived into the cool water.']","(0.32281098, 0.2798441, 1)",0.32281097769737244,0.27984410524368286,1
1018,98254f4a-f06f-4f8e-9602-c92cb9298f33,Neil was visiting Egypt.,He took a tour to see the Great Pyramids.,He stared up at them in awe.,They were so huge and ornate!,Neil was fascinated by the scale and beauty of the pyramids.,Neil couldn't wait to get back to the hotel so he could watch TV.,1,Neil was visiting Egypt. He took a tour to see the Great Pyramids. He stared up at them in awe. They were so huge and ornate!,Neil was very happy to have seen them.,1.6,1.6,2,"['Neil was very happy to have seen them.', 'Neil was fascinated by the scale and beauty of the pyramids.', ""Neil couldn't wait to get back to the hotel so he could watch TV.""]","(0.45054138, 0.39890772, 1)",0.4505413770675659,0.39890772104263306,1
1019,720c5b5e-1190-4d53-88dd-b4b6a41c06e6,Jen fell asleep with bleach in her hair.,"She only meant to leave it in for about 5 minutes, not nearly an hour.",When she rinsed it out her hair was white with a blue tinge.,She was in a panic but her mother said they could fix it.,Jen put more bleach in her hair.,Jen's mother fixed Jen's discolored hair.,2,"Jen fell asleep with bleach in her hair. She only meant to leave it in for about 5 minutes, not nearly an hour. When she rinsed it out her hair was white with a blue tinge. She was in a panic but her mother said they could fix it.",Jen was able to go to work on it but it took a while.,0.4,0.0,1,"['Jen was able to go to work on it but it took a while.', 'Jen put more bleach in her hair.', ""Jen's mother fixed Jen's discolored hair.""]","(0.2090313, 0.031237463, 1)",0.20903129875659943,0.031237462535500526,1
1020,4bf5f0f2-24e3-4244-a80b-624024007a43,Doug was sad it was Christmas Eve and there was no snow.,All Doug wanted was a white Christmas.,He prayed to God for snow and went to sleep.,When he woke up the next morning the room was filled with light.,Doug looked out the window and saw a blanket of white snow.,Doug found no snow and was instantly thrilled.,1,Doug was sad it was Christmas Eve and there was no snow. All Doug wanted was a white Christmas. He prayed to God for snow and went to sleep. When he woke up the next morning the room was filled with light.,Doug was happy to have a white Christmas.,2.2,3.2,2,"['Doug was happy to have a white Christmas.', 'Doug looked out the window and saw a blanket of white snow.', 'Doug found no snow and was instantly thrilled.']","(0.66617376, 0.6763301, 2)",0.6661737561225891,0.6763300895690918,2
